title,status,translatorID,label,creator,target,minVersion,maxVersion,priority,inRepository,translatorType,browserSupport,lastUpdated,url1,globalRank,country,countryRank,url2,url3
Brill Journals.js,Normal,6d087de8-f858-4ac5-9fbd-2bf2b35ee41a,Brill Journals,Sebastian Karcher,^https?://(www\.)?booksandjournals\.brillonline\.com,3,,150,TRUE,4,gcsibv,7/27/2017 10:35,https://brill.com,67243,United States,37615,https://brill.com/page/Journals/journals,booksandjournals.brillonline.com/contact
Bryn Mawr Classical Review.js,Normal,635c1246-e0c8-40a0-8799-a73a0b013ad8,Bryn Mawr Classical Review,Michael Berkowitz,^https?://bmcr\.brynmawr\.edu/,3,,100,TRUE,4,gcsibv,8/23/2016 5:51,bmcr.brynmawr.edu,71014,United States,18528,bmcr.brynmawr.edu/2018/2018-12-14.html,www.bmcreview.org
Bundesgesetzblatt.js,Normal,e23afbe8-b5cb-42cc-af90-e915b2c00de2,Bundesgesetzblatt,Philipp Zumstein,^https?://www\.bgbl\.de/,4,,100,TRUE,4,gcsibv,7/22/2017 20:35,https://en.wikipedia.org/wiki/Bundesgesetzblatt_(Germany),5,United States,6,https://www.easycounter.com/report/bgbl.de,https://www.webtocheck.site/www.bgbl.de?projectName=uricompare
Business Standard.js,Normal,e8d40f4b-c4c9-41ca-a59f-cf4deb3d3dc5,Business Standard,Sebastian Karcher,^https?://www\.business-standard\.com,2.1.9,,100,TRUE,4,gcsibv,11/1/2016 18:25,https://creditcard.americanexpress.com,367,United States,94,https://www.shopify.com/Best-Business/Free-Trial,http://www.biz2credit.com/Business-Loans
CABI - CAB Abstracts.js,Normal,a29d22b3-c2e4-4cc0-ace4-6c2326144332,CABI - CAB Abstracts,Sebastian Karcher,^https?://(www\.)?cabidirect\.org/cabdirect,3.0.4,,100,TRUE,4,gcsibv,6/14/2017 3:41,https://www.cabi.org/.../online-information-resources/cab-abstracts,,,,https://www.cabi.org,https://www.ebsco.com/products/research-databases/cab-abstracts
CAOD.js,Normal,d2a9e388-5b79-403a-b4ec-e7099ca1bb7f,CAOD,Guy Aglionby,^https?://caod\.oriprobe\.com/articles/,3,,100,TRUE,4,gcsibv,9/8/2018 13:38,https://www.callofduty.com,3467,United States,2889,https://www.cod.ed.gov,www.cod.edu
CCfr (BnF).js,Normal,899d10f5-3f35-40e6-8dfb-f8ee2dfb1849,CCfr (BnF),"Sylvain Machefert, Aurimas Vinckevicius",^https?://ccfr\.bnf\.fr/portailccfr/.*\b(action=search|menu=menu_view_grappage|search\.jsp)\b,3,,100,TRUE,4,g,9/18/2014 14:08,www.bnf.fr/en/tools/a.welcome_to_the_bnf.html,9511,France,499,https://www.easycounter.com/report/ccfr.bnf.fr,www.accessify.com/b/ccfr.bnf.fr
CLACSO.js,Normal,a6f95213-468c-4558-94a3-59b2436cbcdd,CLACSO,Sebastian Karcher,^https?://biblioteca\.clacso\.edu\.ar/gsdl/cgi-bin/,3,,100,TRUE,4,g,2/28/2013 14:47,https://www.clacso.org,1001088,Argentina,8215,https://www.easycounter.com/report/clacso.edu.ar,https://twitter.com/_CLACSO
CLASE.js,Normal,1dd21245-29cf-434d-b5b8-49eae0a6912a,CLASE,Sebastian Karcher,^https?://132\.248\.9\.1\:,3,,100,TRUE,4,gcsibv,12/7/2013 15:15,teacherweb.com,743868,United States,190741,bc065.k12.sd.us,https://www.utsystem.edu/sites/clase
CNKI.js,Normal,5c95b67b-41c5-4f55-b71a-48d5d7183063,CNKI,Aurimas Vinckevicius,^https?://([^/]+\.)?cnki\.net,3,,100,TRUE,4,gcs,9/8/2018 22:09,oversea.cnki.net,750,China,74,www.global.cnki.net,https://en.wikipedia.org/wiki/CNKI
COinS.js,999,,,,,,,,,,,,www.usmint.gov,69380,United States,12751,http://www.amazon.com/collectible/coins,https://www.walmart.com
CSIRO Publishing.js,Normal,303c2744-ea37-4806-853d-e1ca67be6818,CSIRO Publishing,Michael Berkowitz,^https?://(www.)?publish\.csiro\.au/,1.0.0b4.r5,,100,TRUE,4,gcsibv,9/4/2012 21:24,https://www.lulu.com/book/publishing,15971,United States,6073,https://www.balboapress.com/SelfPublishing/NewAge,https://www.westbowpress.com
CSL JSON.js,Normal,bc03b4fe-436d-4a1f-ba59-de4d2d7a63f7,CSL JSON,Simon Kornblith,json,4.0.27,,100,TRUE,3,gcsibv,7/5/2017 19:32,https://github.com/citation-style-language/schema,65,United States,38,https://github.com/citation-style-language/schema/blob/master/csl...,https://citeproc-js.readthedocs.io/en/latest/csl-json/markup.html
CSV.js,Normal,25f4c5e2-d790-4daa-a667-797619c7e2f2,CSV,Philipp Zumstein and Aurimas Vinckevicius,csv,3,,100,TRUE,2,,8/10/2018 6:37,www.w3.org/2013/csvw/wiki/Main_Page,3035,United States,2780,https://smallbusiness.chron.com/display-csv-file-47177.html,www.programmingr.com/examples/read-csv-web
Cairn.info.js,Normal,f46cc903-c447-47d6-a2cf-c75ed22dc96b,Cairn.info,"Sebastian Karcher, Sylvain Machefert and Nicolas Chachereau",^https?://www\.cairn\.info/,3,,100,TRUE,4,gcsibv,3/17/2018 13:48,www.cairn.info,8277,France,616,https://www.webdoctx.com/www.cairn.info,https://www.facebook.com/cairninfo
Cambridge Core.js,Normal,850f4c5f-71fb-4669-b7da-7fb7a95500ef,Cambridge Core,Sebastian Karcher,^https?://www\.cambridge\.org/core/(search\?|journals/),3,,100,TRUE,4,gcsibv,9/6/2016 1:58,https://www.cambridge.org/core,373,China,352,https://www.cambridge.org/core/login,https://www.facebook.com/CambridgeCore
CanLII.js,Normal,84799379-7bc5-4e55-9817-baf297d129fe,CanLII,Sebastian Karcher,^https?://(www\.)?canlii\.org/(en|fr)/,3,,100,TRUE,4,gcsibv,9/9/2016 20:00,www.canlii.org/en/ca/irb/index.html,43226,Canada,897,https://www.canlii.org,https://blog.canlii.org
Canada.com.js,Normal,4da40f07-904b-4472-93b6-9bea1fe7d4df,Canada.com,Adam Crymble,^https?://www\.canada\.com,1.0.0b4.r5,,100,TRUE,4,gcsibv,1/30/2012 22:52,https://www.canada.ca/en,1229,Canada,41,https://o.canada.com,https://www.aircanada.com
Canadian Letters and Images.js,Normal,a7c8b759-6f8a-4875-9d6e-cc0a99fe8f43,Canadian Letters and Images,Philipp Zumstein,^https?://(www\.)?canadianletters\.ca/,3,,100,TRUE,4,gcsibv,9/9/2016 19:45,https://www.istockphoto.com/Images/Royalty_Free,1139,United States,875,bing.com/images,https://www.canadianletters.ca
Canadiana.ca.js,Normal,2d174277-7651-458f-86dd-20e168d2f1f3,Canadiana.ca,"Adam Crymble, Sebastian Karcher",^https?://eco\.canadiana\.ca,1.0.0b4.r5,,100,TRUE,4,gcsibv,7/3/2012 16:44,www.canadiana.ca,572743,Canada,19851,eco.canadiana.ca,https://www.easycounter.com/report/canadiana.ca
Cell Press.js,Normal,f26cfb71-efd7-47ae-a28c-d4d8852096bd,Cell Press,"Michael Berkowitz, Sebastian Karcher, Aurimas Vinckevicius",^https?://([^/]*\.)?cell\.com,3,,100,TRUE,4,gcsibv,6/6/2017 22:03,https://www.uscellular.com,42724,United States,6964,http://www.amazon.com,https://www.cell.com/about
Chadwyck Literature Online.js,Normal,e13b0f9d-44ba-4ece-aa22-77993bb26ef2,Chadwyck Literature Online,Sebastian Karcher,^https?://(lion|collections)\.chadwyck\.com/search,3,,100,TRUE,4,gcsib,3/31/2014 15:22,literature.proquest.com,2632,United States,1373,collections.chadwyck.com,https://www.easycounter.com/report/lion.chadwyck.com
Champlain Society - Collection.js,Normal,50d3ca81-3c4c-406b-afb2-0fe8105b9b38,Champlain Society - Collection,Adam Crymble,^https?://link\.library\.utoronto\.ca,1.0.0b4.r5,,100,TRUE,4,gcsibv,7/13/2012 7:33,https://champlainsociety.utpjournals.press,201031,United States,118251,https://utorontopress.com/ca/the-champlain-society,https://champlainsociety.utpjournals.press/publications
Christian Science Monitor.js,Normal,04c0db88-a7fc-4d1a-9cf7-471d0990acb1,Christian Science Monitor,Sebastian Karcher,^https?://(features\.csmonitor|www\.csmonitor)\.com,2.1.9,,100,TRUE,4,gcsibv,11/1/2016 18:26,https://www.csmonitor.com,29300,United States,7761,https://www.csmonitor.com/Business,https://www.christianscience.com
Chronicling America.js,Normal,fa8f8274-ada5-415a-96dd-a5c19fce7046,Chronicling America,Sebastian Karcher,^https?://chroniclingamerica\.loc\.gov,3,,100,TRUE,4,gcsibv,3/31/2013 23:29,https://chroniclingamerica.loc.gov,,,,https://www.thoughtco.com/chronicling-america-historic-newspapers...,https://roadsidethoughts.com/chronicling-america.htm
CiNii.js,Normal,46291dc3-5cbd-47b7-8af4-d009078186f6,CiNii,Michael Berkowitz and Mitsuo Yoshida,^https?://ci\.nii\.ac\.jp/,1.0.0b4.r5,,100,TRUE,4,gcsibv,11/24/2012 13:12,https://ci.nii.ac.jp/en,5589,Japan,403,https://support.nii.ac.jp/en/news/cinii,https://www.easycounter.com/report/ci.nii.ac.jp
Citavi 5 XML.js,Normal,e7243cef-a709-4a46-ba46-1b1318051bec,Citavi 5 XML,Philipp Zumstein,xml,3,,100,TRUE,1,gcsi,8/26/2018 10:46,https://www1.citavi.com/sub/manual6/en/add_on_converting_a_citavi...,75987,Germany,6299,https://support.citavi.com/forum/viewtopic.php?t=4449,service.citavi.com/kb/a851/50072-ein-citavi-5-projekt-in-das...
CiteSeer.js,Normal,fa396dd4-7d04-4f99-95e1-93d6f355441d,CiteSeer,"Sebastian Karcher, Guy Aglionby",^https?://citeseerx?\.ist\.psu\.edu,3,,100,TRUE,4,gcsibv,1/28/2018 16:31,citeseer.ist.psu.edu,1017,United States,413,csxstatic.ist.psu.edu/home,https://en.wikipedia.org/wiki/CiteSeerX
CiteULike.js,Normal,8917b41c-8527-4ee7-b2dd-bcbc3fa5eabd,CiteULike,Philipp Zumstein,^https?://(www\.)?citeulike\.org(.*/tag/[^/]*$|/search/|/journal/|/user/|/group/[0-9]+/library$|/\?page=[0-9]+$|/.*article/[0-9]+$|/$),3,,100,TRUE,4,gcsibv,1/28/2018 22:54,https://en.wikipedia.org/wiki/CiteULike,5,United States,6,www.citeulike.org/group,https://www.facebook.com/pages/CiteULike/108371802521510
Civilization.ca.js,Normal,8451431a-895f-4732-8339-79eb6756d2f9,Civilization.ca,Adam Crymble,^https?://collections\.civilization\.ca,1.0.0b4.r5,,100,TRUE,4,gcsibv,7/13/2012 7:33,https://civilization.com,103289,United States,28864,https://www.historymuseum.ca,https://civilization.com/civilization-5
Clinical Key.js,NoData,,,,,,,,,,,,https://www.clinicalkey.com/info,32942,United States,12793,https://twitter.com/ClinicalKey,https://www.elsevier.com/solutions/clinicalkey
Code4Lib Journal.js,Normal,a326fc49-60c2-405b-8f44-607e5d18b9ad,Code4Lib Journal,Michael Berkowitz,^https?://journal\.code4lib\.org/,3,,100,TRUE,4,gcsibv,8/23/2018 11:15,journal.code4lib.org,,,,https://www.code4lib.org,https://journal.code4lib.org/articles/8644
Columbia University Press.js,Normal,a75e0594-a9e8-466e-9ce8-c10560ea59fd,Columbia University Press,Philipp Zumstein,^https?://(www\.)?cup\.columbia\.edu/,3,,100,TRUE,4,gcsibv,9/10/2016 11:35,http://www.columbia.com,10178,United States,1294,https://cup.columbia.edu,https://www.easycounter.com/report/cup.columbia.edu
Common-Place.js,Normal,c3edb423-f267-47a1-a8c2-158c247f87c2,Common-Place,"Frederick Gibbs, Philipp Zumstein",^https?://(www\.)?(common-place\.org/|common-place-archives\.org/),3,,100,TRUE,4,gcsibv,9/10/2016 9:34,https://www.commonplace.is,1228765,United Kingdom,62966,https://hs2.commonplace.is,https://www.instagram.com/commonplace.site
Copernicus.js,Normal,8082115d-5bc6-4517-a4e8-abed1b2a784a,Copernicus,Michael Berkowitz,^https?://(www\.(adv-sci-res|earth-syst-dynam|adv-geosci|adv-radio-sci|ann-geophys|astrophys-space-sci-trans|atmos-chem-phys|atmos-meas-tech|biogeosciences|clim-past|electronic-earth|hydrol-earth-syst-sci|nat-hazards-earth-syst-sci|nonlin-processes-geophys|ocean-sci|soc-geogr|surv-perspect-integr-environ-soc|the-cryosphere|geosci-model-dev)(-discuss)?\.net/|editor\.copernicus\.org/search\.php),2.1,,100,TRUE,4,gcsibv,3/15/2018 10:41,https://www.copernicus.eu,55459,China,18277,www.cgirb.com,https://www.biography.com/people/nicolaus-copernicus-9256984
Cornell LII.js,Normal,930d49bc-44a1-4c22-9dde-aa6f72fb11e5,Cornell LII,Bill McKinney,^https?://www\.law\.cornell\.edu/supct/.+,3,,100,TRUE,4,gcsbv,2/9/2013 12:09,https://www.law.cornell.edu,,,,https://help.law.cornell.edu/.../65-how-do-i-cite-to-the-lii-website,https://en.wikipedia.org/wiki/LII_(Cornell)
Cornell University Press.js,Normal,4363275e-5cc5-4627-9a7f-951fb58a02c3,Cornell University Press,Sebastian Karcer,^https?://www\.cornellpress\.cornell\.edu/,3,,100,TRUE,4,gcsibv,9/10/2016 11:32,www.cornellpress.cornell.edu,1510,United States,419,https://www.facebook.com/CornellPress,https://www.cornell.edu
CrossRef.js,Normal,11645bd1-0420-45c1-badb-53fb41eeb753,Crossref,Simon Kornblith,^https?://partneraccess\.oclc\.org/,2.1.9,,90,TRUE,8,gcsv,10/7/2018 6:23,https://www.crossref.org,32135,China,11389,https://en.wikipedia.org/wiki/CrossRef,https://twitter.com/CrossrefOrg
Crossref-REST.js,Normal,0a61e167-de9a-4f93-a68a-628b48855909,Crossref REST,Martynas Bagdonas,,5.0.0,,90,TRUE,8,gcsibv,6/16/2018 12:00,https://www.crossref.org/services/metadata-delivery/rest-api,32135,China,11389,https://www.crossref.org,https://twitter.com/CrossrefOrg
Cyberpresse.js,Normal,dbfcaa3e-082a-45a4-9619-9892f49399c1,Cyberpresse,Sebastian Karcher,^https?://(www|recherche)\.(cyberpresse|lapresse)\.ca,2.1.9,,100,TRUE,4,gcsib,6/7/2017 5:11,https://www.webdoctx.com/www.cyberpresse.ca,198819,United States,157000,https://www.lapresse.ca,https://en.wikipedia.org/wiki/Cyberpresse
DAI-Zenon.js,Normal,16199bf0-a365-4aad-baeb-225019ae32dc,DAI-Zenon,Philipp Zumstein,^https?://zenon\.dainst\.org/(Record/|Search/),3,,100,TRUE,4,gcsibv,6/2/2017 16:57,opac.dainst.org,440859,Germany,61587,isaw.nyu.edu/.../awol-index/html/opac.dainst.org/opac-dainst-org.html,ancientworldonline.blogspot.com/2009/...bibiography-zenon-at-dai.html
DART-Europe.js,Normal,658f2707-bb46-44eb-af0a-e73a5387fc90,DART-Europe,Sebastian Karcher,^https?://www\.dart-europe\.eu,3,,100,TRUE,4,gcsibv,4/17/2013 3:09,www.dart-europe.eu,295252,Iran,34668,https://www.easycounter.com/report/dart-europe.eu,dart-europe.eu.ipaddress.com
DBLP Computer Science Bibliography.js,Normal,625c6435-e235-4402-a48f-3095a9c1a09c,DBLP Computer Science Bibliography,"Adam Crymble, Sebastian Karcher, Philipp Zumstein",^https?://(www\.)?(dblp(\.org|\.uni-trier\.de/|\.dagstuhl\.de/)|informatik\.uni-trier\.de/\~ley/),1.0.0b4.r5,,100,TRUE,4,gcsv,9/11/2016 19:41,https://www.brockport.edu/Computer/InfoSystems,86005,United States,16199,en.wikipedia.org/wiki/DBLP_Computer_Science_Bibliography,https://dblp.org
DEPATISnet.js,Normal,d76fea32-fe20-4c00-b5b9-bea8c688c2b0,DEPATISnet,Klaus Flittner,^https?://depatisnet\.dpma\.de/DepatisNet/depatisnet,3,,100,TRUE,4,gcsibv,3/12/2014 4:43,https://www.dpma.de/english/search/depatisnet/index.html,108151,Germany,5170,https://depatisnet.dpma.de/DepatisNet/depatisnet?window=1&space=...,https://www.webdoctx.com/www.depatisnet.de
DOI.js,Normal,c159dcfe-8a53-4301-a499-30f6549c340d,DOI,Simon Kornblith,,3,,400,TRUE,4,gcsv,11/5/2016 10:57,https://www.doi.gov,102499,United States,20300,doi.sc.gov,https://www.doi.org
DPLA.js,Normal,117feb72-21bb-4424-a47b-c9ca6b71f979,DPLA,Sebastian Karcher,^https?://dp\.la/,3,,100,TRUE,4,gcv,9/12/2016 6:17,https://dp.la,188617,United States,37031,https://dp.la/news/announcing-the-launch-of-our-new-website,https://cyber.harvard.edu/research/dpla
DTU Orbit.js,Normal,097c963e-3866-4c6f-a6b4-f5e9d0d15530,DTU Orbit,Sebastian Karcher,^https?://orbit\.dtu\.dk/,3,,100,TRUE,4,gcbv,5/15/2013 20:05,orbit.dtu.dk,7723,Denmark,34,https://www.easycounter.com/report/orbit.dtu.dk,www.accessify.com/d/orbit.dtu.dk
Dagens Nyheter.js,Normal,192a29de-3d6e-4850-984f-943764126429,Dagens Nyheter,Sebastian Berlin,^https?://www\.dn\.se/(nyheter|ekonomi|kultur-noje|sport|sok)/,3,,100,TRUE,4,gcsibv,7/19/2018 12:35,https://www.dn.se,6970,Sweden,29,https://www.dn.se/nyheter/sverige/eyewitness-i-saw-a-large...,https://twitter.com/dagensnyheter
Dagstuhl Research Online Publication Server.js,Normal,0526c18d-8dc8-40c9-8314-399e0b743a4d,Dagstuhl Research Online Publication Server,Philipp Zumstein,^https?://(www\.)?drops\.dagstuhl\.de/opus/,3,,100,TRUE,4,gcsibv,8/23/2016 6:54,https://www.dagstuhl.de/en/publications,282809,United States,197805,https://www.dagstuhl.de/en/publications/publication-server-drops,https://www.dagstuhl.de/en/publications/publication-server-drops/...
DataCite.js,Normal,9f1fb86b-92c8-4db7-b8ee-0b481d456428,DataCite,Aurimas Vinckevicius,,3,,100,TRUE,8,gcsibv,7/9/2018 7:15,https://www.dupixenthcp.com,1357001,United States,462425,https://www4.icims.com/onboarding/new_hires,https://www.shopify.com
DeGruyter.js,Normal,2a5dc3ed-ee5e-4bfb-baad-36ae007e40ce,DeGruyter,Sebastian Karcher,^https?://www\.degruyter\.com,2.1.9,,100,TRUE,4,gcsib,8/28/2017 7:31,https://www.degruyter.com,15245,China,7485,https://en.wikipedia.org/wiki/Walter_de_Gruyter,https://www.sciendo.com
Defense Technical Information Center.js,Normal,99be9976-2ff9-40df-96e8-82edfa79d9f3,Defense Technical Information Center,Matt Burton,^https?://oai\.dtic\.mil/oai/,3,,100,TRUE,4,gcsibv,1/9/2013 15:36,https://discover.dtic.mil,21724,India,7668,https://www.usa.gov/.../defense-technical-information-center,https://www.dtic.mil/dtic
Delpher.js,Normal,c4008cc5-9243-4d13-8b35-562cdd184558,Delpher,Philipp Zumstein,^https?://[^\/]+\.delpher\.nl,3,,100,TRUE,4,gcsibv,5/21/2017 3:21,https://www.delphi.com,144167,United States,101388,www.delpher.nl,https://www.webdoctx.com/www.delpher.nl
Demographic Research.js,Normal,ed317bdd-0416-4762-856d-435004a9f05c,Demographic Research,Sebatian Karcher,^https?://www\.demographic-research\.org,3,,100,TRUE,4,gcsibv,5/5/2018 11:04,www.demographic-research.org,492800,United States,447163,https://www.demographic-research.org/info/guidelines.htm,https://www.quantcast.com
Denik CZ.js,Normal,4ed446ca-b480-43ee-a8fb-5f9730915edc,Denik CZ,"Ji???? Sedl????ek, Philipp Zumstein",^https?://[^/]*denik\.cz,3,,100,TRUE,4,gcsibv,1/7/2018 9:27,https://www.denik.cz,8833,Czech Republic,32,https://www.webdoctx.com/www.denik.cz,https://twitter.com/DENIKcz
Der Freitag.js,Normal,1ab8b9a4-72b5-4ef4-adc8-4956a50718f7,Der Freitag,Sebastian Karcher,^https?://www\.freitag\.de,2.1.9,,100,TRUE,4,gcsibv,11/1/2016 18:27,https://www.freitag.de,67382,Germany,3244,https://en.wikipedia.org/wiki/Der_Freitag,https://twitter.com/derfreitag
Deutsche Nationalbibliothek.js,Normal,d8341c22-8cf4-428f-be3b-ada9fa8933eb,Deutsche Nationalbibliothek,Philipp Zumstein,^https?://portal\.dnb\.de/opac\.htm\?,3,,100,TRUE,4,gcsibv,5/14/2018 19:08,www.dnb.de/EN,80054,Germany,5001,www.dnb.de/EN/Netzpublikationen/Webarchiv/webarchiv_node.html,https://twitter.com/DNB_Aktuelles
Dialnet.js,999,,,,,,,,,,,,https://dialnet.unirioja.es,9452,Spain,449,https://dialnet.wixsite.com/home#!,www.dialnet.net/dialnet
Die Zeit.js,Normal,312bbb0e-bfb6-4563-a33c-085445d391ed,Die Zeit,Philipp Zumstein,^https?://www\.zeit\.de/,3,,100,TRUE,4,gcsibv,11/25/2018 19:35,https://www.zeit.de,1848,Germany,73,https://en.wikipedia.org/wiki/Die_Zeit,www.customerservicedetails.com/germany/die-zeit-head-office...
DigiZeitschriften.js,Normal,e46830a2-1b19-4b6b-9f1a-e5e9760a0f80,DigiZeitschriften,Philipp Zumstein,^https?://www\.digizeitschriften\.de/((en/)?dms/|index\.php\?id=27[24]),3,,100,TRUE,4,gcsv,1/7/2018 9:28,https://edesiderata.crl.edu/resources/digizeitschriften,430600,United States,510928,https://www.webdoctx.com/www.digizeitschriften.de,https://edesiderata.crl.edu/providers/digizeitschriften
Digital Humanities Quarterly.js,Normal,bbad0221-134b-495a-aa56-d77cfaa67ab5,Digital Humanities Quarterly,Michael Berkowitz,^https?://(www\.)?digitalhumanities\.org/(dhq)?,1.0.0b4.r5,,100,TRUE,4,gcsibv,9/20/2012 20:46,digitalhumanities.org/dhq,509706,United States,332625,www.digitalhumanities.org/dhq/vol/7/1/bios.html,www.digitalhumanities.org/dhq/vol/11/2/000292/000292.html
Digital Medievalist.js,Normal,5e684d82-73a3-9a34-095f-19b112d77bbe,Digital Medievalist,"Fred Gibbs, Sebastian Karcher",^https?://(www\.)?digitalmedievalist\.org/(index\.html)?($|journal/?$|(journal/\d+)),3,,100,TRUE,4,gcsibv,12/17/2016 2:55,https://digitalmedievalist.wordpress.com,,,,www.digitalmedievalist.com,https://www.digitalmedievalist.com/about
Douban.js,Normal,fc353b26-8911-4c34-9196-f6f567c93901,Douban,Ace Strong,^https?://(www|book)\.douban\.com/(subject|doulist|people/[a-zA-Z._]*/(do|wish|collect)|.*?status=(do|wish|collect)|group/[0-9]*?/collection|tag),2.0rc1,,100,TRUE,4,gcsibv,1/1/2017 16:52,https://www.douban.com,177,China,35,https://en.wikipedia.org/wiki/Douban,www.translate-chinese-websites.com/english/douban-english-version...
DrugBank.ca.js,Normal,b2a735f3-11ac-4e9f-b22b-00e1b1d3c9f6,DrugBank.ca,Tom Hodder ,^https?://(www\.)?drugbank\.ca/drugs/,2.1.9,,100,TRUE,4,gcsibv,1/1/2017 16:52,https://www.drugbank.ca,36477,United States,17934,https://www.pageviser.org/www/drugbank.ca,https://en.wikipedia.org/wiki/DrugBank
Dryad Digital Repository.js,Normal,7a81d945-7d9c-4f8c-bd7b-4226c1cab40e,Dryad Digital Repository,Nathan Day,^https?://(www\.)?datadryad\.org/,3,,100,TRUE,4,gcsibv,6/23/2015 2:09,www.datadryad.org,262279,United States,243931,https://www.easycounter.com/report/datadryad.com,https://en.wikipedia.org/wiki/Dryad_(repository)
EBSCOhost.js,Normal,d0b1914a-11f1-4dd7-8557-b32fe8a3dd47,EBSCOhost,"Simon Kornblith, Michael Berkowitz, Josh Geller",^https?://[^/]+/(eds|bsi|ehost)/(results|detail|folder|pdfviewer),3,,100,TRUE,4,gcsib,5/21/2015 22:39,https://www.ebscohost.com/academic/ebscohost-2.0,1580,United States,752,https://www.ebsco.com/products/ebscohost-platform,https://www.ebsco.com
EIDR.js,Normal,79c3d292-0afc-42a1-bd86-7e706fc35aa5,EIDR,Aurimas Vinckevicius,,1,,80,TRUE,8,gcsibv,6/3/2017 11:41,https://eidr.org,2414771,United States,524191,https://en.wikipedia.org/wiki/EIDR,https://ui.eidr.org
EPA National Library Catalog.js,Normal,99f11c5d-4413-4f96-9fc7-72fbd40372ef,EPA National Library Catalog,Sebastian Karcher,^https?://cfpub\.epa\.gov/ols,3,,100,TRUE,4,gcv,9/14/2016 10:36,https://www.epa.gov/libraries,5145,United States,1314,https://www.epa.gov/libraries/epa-national-library-catalog,https://www.epa.gov/libraries/catalog
ERIC.js,999,,,,,,,,,,,,https://eric.ed.gov,1131,United States,237,https://www.eric.org.uk,https://www.eric.org.uk/Pages/Category/bedwetting
ESpacenet.js,Normal,176948f7-9df8-4afc-ace7-4c1c7318d426,ESpacenet,Sebastian Karcher and Aurimas Vinckevicius,^https?://worldwide\.espacenet\.com/,4,,100,TRUE,4,gcsibv,10/7/2018 20:15,https://worldwide.espacenet.com,31602,China,12437,https://www.epo.org/searching-for-patents/technical/espacenet.html,https://lp.espacenet.com/?locale=en_LP
EUR-Lex.js,Normal,bf053edc-a8c3-458c-93db-6d04ead2e636,EUR-Lex,Philipp Zumstein,^https?://(www\.)?eur-lex\.europa\.eu/(legal-content/[A-Z][A-Z]/TXT/|search.html\?),3,,100,TRUE,4,gcsibv,12/21/2017 20:27,https://eur-lex.europa.eu/homepage.html,794,Italy,202,https://eur-lex.europa.eu/oj/direct-access.html,https://en.wikipedia.org/wiki/N-Lex
Early English Books Online.js,Normal,b86bb082-6310-4772-a93c-913eaa3dfa1b,Early English Books Online,Michael Berkowitz,^https?://[^/]*eebo\.chadwyck\.com[^/]*(/works)?/search,2.1,,100,TRUE,4,gcsb,4/3/2014 16:50,https://www.lulu.com/book/publishing,15971,United States,6073,https://www.audible.com/Free-Trial,https://eebo.chadwyck.com
Eastview.js,Normal,c59896bc-4beb-43ed-8109-a73a13251828,Eastview,Sebastian Karcher,^https?://dlib\.eastview\.com/(search/(advanced|simple)/|browse/(doc|favorites|issue)),3,,100,TRUE,4,gcsibv,9/2/2018 23:10,eastview.gcschools.net,1337823,United States,436220,public.district196.org/evhs,www.edline.net/pages/Eastview_Middle_School
Edinburgh University Press Journals.js,Normal,b7bd798d-e518-46d1-aa13-a69f2864fa91,Edinburgh University Press Journals,Sebastian Karcher,^https?://www\.euppublishing\.com/,3,,100,TRUE,4,gcsibv,9/13/2016 21:55,https://www.euppublishing.com,213032,United Kingdom,50886,https://www.euppublishing.com/journals,https://edinburghuniversitypress.com
Education Week.js,Normal,7e51d3fb-082e-4063-8601-cda08f6004a3,Education Week,Ben Parr,^https?://(www2?\.|blogs\.)?edweek\.org/,1.0.0b4.r1,,100,TRUE,4,gcsibv,6/2/2015 11:18,https://www.edweek.org,23967,United States,4595,www.nea.org???€? Grants And Events,https://www.edweek.org/ew/events/stem-summit-an-education-week...
El Pais.js,Normal,c3b97a6e-4879-4f77-9dbb-18a3fa2b2b81,El Pais,Sebastian Karcher,^https?://([^.]\.)?elpais\.com/,3,,100,TRUE,4,gcsibv,1/7/2018 16:59,https://elpais.com,441,Spain,14,https://en.wikipedia.org/wiki/El_Pa??s,https://www.facebook.com/elpaismas
Electronic Colloquium on Computational Complexity.js,Normal,09a9599e-c20e-a405-d10d-35ad4130a426,Electronic Colloquium on Computational Complexity,Jonas Schrieb,^https?://eccc\.weizmann\.ac\.il/,1.0.0b3.r1,,100,TRUE,4,gcsib,1/5/2017 17:11,https://eccc.weizmann.ac.il,,,,https://en.wikipedia.org/wiki/Electronic_Colloquium_on...,hack.gr/dovbat.fr
Elsevier Health Journals.js,Normal,b043e7ed-b921-4444-88af-2fcc39881ee2,Elsevier Health Journals,Sebastian Karcher,/search/(quick|results)$|/article/[^/]+/(abstract|fulltext|references|images)$,3,,250,TRUE,4,gcsbv,6/7/2017 7:00,https://www.journals.elsevier.com/public-health,465,China,176,https://www.elsevier.com/health/journals,https://www.us.elsevierhealth.com
Embedded Metadata.js,Normal,951c027d-74ac-47d4-a107-9c3069ab7b48,Embedded Metadata,Simon Kornblith and Avram Lyon,,3.0.4,,320,TRUE,4,gcsibv,11/1/2018 19:46,embeddedmetadata.org,,,,www.embeddedmetadata.org/social-media-test-results.php,https://siarchives.si.edu/blog/three-cheers-embedded-metadata
