title,status,translatorID,label,creator,target,minVersion,maxVersion,priority,inRepository,translatorType,browserSupport,lastUpdated,url1,globalRank,country,countryRank,url2,url3
Inter-Research Science Center.js,Normal,0eeb2ac0-fbaf-4994-b98f-203d273eb9fa,Inter-Research Science Center,Philipp Zumstein,^https?://www\.int-res\.com/,3,,100,TRUE,4,gcsibv,10/22/2017 20:07,https://www.int-res.com/home,113492,United States,68203,https://www.jstor.org/publisher/interresscicent,terravivagrants.org???€? View Grant Makers
Internet Archive Wayback Machine.js,Normal,513a53f5-b95e-4df6-a03e-3348d9ec9f44,Internet Archive Wayback Machine,Sean Takats,^https?://web\.archive\.org/web/,1,,100,TRUE,4,gcsibv,7/5/2014 10:50,https://archive.org/web/web.php,265,United States,198,https://www.wikihow.com/Use-the-Internet-Archive's-Wayback-Machine,https://www.goophoneshops.com/5-best-wayback-machine-alternative...
Internet Archive.js,Normal,db0f4858-10fa-4f76-976c-2592c95f029c,Internet Archive,"Adam Crymble, Sebastian Karcher",^https?://(www\.)?archive\.org/,3,,100,TRUE,4,gcsibv,6/4/2017 10:03,https://www.archive.org,265,United States,198,https://archive.org/web,cachedview.com
Isidore.js,Normal,43a53465-0354-42fd-aba9-dc1af8be7061,Isidore,Guillaume Adreani and Aurimas Vinckevicius,^https?://(www\.)?rechercheisidore\.fr/search(/resource/|\?),3,,100,TRUE,4,gcsibv,1/1/2017 15:22,http://www.wix.com/create-free-webpage,430,United States,319,https://www.stisidore.org,https://stisidoreparish.org/school
J-Stage.js,Normal,e40a27bc-0eef-4c50-b78b-37274808d7d2,J-Stage,Sebastian Karcher,^https?://www\.jstage\.jst\.go\.jp/,3,,100,TRUE,4,gcsibv,8/27/2016 21:45,https://www.jstage.jst.go.jp/browse/joh/advpub/0/_contents/-char/en,3609,Japan,297,https://www.jstage.jst.go.jp/browse/joh/list/-char/en,https://theaterj.org/on-stage/actually
JISC Historical Texts.js,999,,,,,,,,,,,,https://www.jisc.ac.uk/historical-texts,71871,United Kingdom,4694,https://historicaltexts.jisc.ac.uk,https://copac.jisc.ac.uk/about/libraries/historical-texts.html
JRC Publications Repository.js,Normal,03df2575-dbd9-49aa-9e58-1e6edd86d562,JRC Publications Repository,Philipp Zumstein,^https?://(www\.)?publications\.jrc\.ec\.europa\.eu/repository/(handle/|simple-search\?|browse\?),3,,100,TRUE,4,gcsibv,1/1/2017 15:24,publications.jrc.ec.europa.eu/repository,794,Italy,202,https://mafiadoc.com/the-jrc-nanomaterials-repository-jrc...,https://ec.europa.eu/jrc/en/publications
JSTOR.js,Normal,d921155f-0186-1684-615c-ca57682ced9b,JSTOR,"Simon Kornblith, Sean Takats, Michael Berkowitz, Eli Osherovich, czar",^https?://([^/]+\.)?jstor\.org/(discover/|action/(showArticle|doBasicSearch|doAdvancedSearch|doLocatorSearch|doAdvancedResults|doBasicResults)|stable/|pss/|openurl\?|sici\?),3.0.12,,100,TRUE,4,gcsibv,8/11/2018 15:33,https://www.jstor.org,902,United States,523,https://about.jstor.org/accessibility,https://www.beyondcitation.org/database/jstor
Jahrbuch.js,Normal,e5e34825-1314-43bd-a9fe-f38f6ab48403,Jahrbuch,Aurimas Vinckevicius,^https?://www\.emis\.de/cgi-bin/jfmen/MATH/JFM/,3,,100,TRUE,4,gcsv,11/4/2017 10:50,https://www.facebook.com/blickfang.dbf,3,United States,4,www.emis.de/MATH/JFM/full.html,https://www.easycounter.com/report/fn-jahrbuch.de
Japan Times Online.js,Normal,b56d756e-934e-4b46-bc58-d61dccc9f32f,Japan Times Online,Sebastian Karcher,^https?://(www|search)\.japantimes\.co\.jp/(cgi-bin|gsearch|search-results|features|entertainment|sports|life|news|rss|\?),2.1.9,,100,TRUE,4,gcsibv,11/1/2016 18:46,https://www.japantimes.co.jp,5573,Japan,578,https://www.japantimes.co.jp/news,info.japantimes.co.jp/info/sitemap.html
Journal of Electronic Publishing.js,Normal,d93c14fb-d327-4540-b60a-327309ea512b,Journal of Electronic Publishing,Sebastian Karcher,^https?://quod\.lib\.umich\.edu/j/jep,3,,100,TRUE,4,gcsibv,1/31/2018 20:16,https://www.lulu.com/book/publishing,15971,United States,6073,https://www.balboapress.com/SelfPublishing/NewAge,https://www.westbowpress.com
Journal of Extension.js,Normal,7e56f792-e96b-42a1-913c-40c69cc9ce40,Journal of Extension,John Weis,^https?://www\.joe\.org/,2.1.9,,100,TRUE,4,gcsibv,11/1/2016 18:47,https://www.joe.org,201349,United States,104143,https://www.facebook.com/journalofextension,escijournals.net/IJAE
JurPC.js,Normal,b662c6eb-e478-46bd- bad4-23cdfd0c9d67,JurPC,Oliver Vivell and Michael Berkowitz,^https?://www\.jurpc\.de/jurpc/show\?id=,3,,100,TRUE,4,gcsibv,1/2/2015 18:03,https://www.rank2traffic.com/jurpc.de,156572,India,24145,https://www.easycounter.com/report/jurpc.de,https://www.facebook.com/jurpc
Juricaf.js,Normal,86168097-0ce0-4c77-ba34-8bd57f47a3d3,Juricaf,Guillaume Adreani,^https?://www\.juricaf\.org/(arret|recherche)/,2.1.9,,100,TRUE,4,gcsibv,11/1/2016 21:34,https://africanlii.org/catalog/283,863821,Uganda,4197,https://www.easycounter.com/report/juricaf.org,https://twitter.com/juricaf
Juris.js,Normal,bc2ec385-e60a-4899-96ae-d4f0d6574ad7,Juris,Reto Mantz,^https?://(www\.)?juris\.de/,3,,100,TRUE,4,gcsv,5/11/2018 9:59,https://www.cosmolex.com/alternative/pclaw,520432,Canada,17279,juris.com.ph,www.juris.com
KStudy.js,Normal,b298ca93-0010-48f5-97fb-e9923519a380,KStudy,"Yunwoo Song, Frank Bennett, Philipp Zumstein",^https?://[^/]+\.kstudy\.com,3,,100,TRUE,4,gcsibv,1/3/2018 13:10,https://quizlet.com,215,United States,55,https://www.studystack.com,https://www.topuniversities.com/blog/33-useful-websites-students
KitapYurdu.com.js,Normal,d3f35d5a-55da-4e07-be7d-b4d2a821279f,KitapYurdu.com,Hasan Huseyin DER,^https?://www\.kitapyurdu\.com/,3,,100,TRUE,4,gcsibv,9/16/2017 8:49,https://www.kitapyurdu.com,6026,Turkey,97,https://www.easycounter.com/report/kitapyurdu.com,https://www.facebook.com/Kitapyurdu-1567520410232651
Kommersant.js,Normal,43bc17ed-e994-4fdb-ac28-594c839658ca,Kommersant,Avram Lyon,^https?://(www\.)?kommersant\.ru/,2.1,,100,TRUE,4,gcsibv,1/1/2017 16:02,https://www.kommersant.ru,2388,Russia,153,https://en.wikipedia.org/wiki/Kommersant,https://www.revolvy.com/topic/Kommersant
L'Annee Philologique.js,Normal,e04e4bab-64c2-4b9a-b6c2-7fb186281969,L'Annee Philologique,Sebastian Karcher,^https?://www\.annee-philologique\.com/(aph)?/?index\.php,3,,100,TRUE,4,gcsib,4/17/2013 3:09,www.brepols.net/Pages/BrowseBySeries.aspx?TreeSeries=APH-O,353235,United Kingdom,28614,classics.unc.edu???€? About Us???€? Departmental History,https://en.wikipedia.org/wiki/L'Annee_philologique
LA Times.js,Normal,e4fe1596-a8c4-4d09-945f-120c4d83e580,LA Times,Sebastian Karcher,^https?://(www\.|travel\.|articles\.|latimesblogs\.)?latimes\.com,2.1.9,,100,TRUE,4,gcsibv,11/7/2016 4:08,https://www.latimes.com,1359,United States,326,https://www.latimes.com/local,games.latimes.com/games/daily-crossword
La Croix.js,Normal,f6279abd-ab60-4aad-bdb0-20137279cd19,La Croix,Philipp Zumstein,^https?://www\.la-croix\.com,3.0.4,,100,TRUE,4,gcsibv,11/3/2016 20:18,http://www.spindriftfresh.com,494675,United States,121559,https://www.lacroixwater.com,https://lacroixchurch.org
Lagen.nu.js,Normal,e1356ac2-8254-44d5-8ece-4829827d5bc6,Lagen.nu,Isak Bergdahl,^https?://lagen\.nu/,2.1.9,,100,TRUE,4,gcsibv,11/3/2016 20:33,https://www.mynuwaveoven.com,1023889,United States,174658,https://lagen.nu,https://www.easycounter.com/report/lagen.nu
Landesbibliographie Baden-Wurttemberg.js,Normal,d2c0d2f4-42c0-41e0-8021-3b87b52b27d2,Landesbibliographie Baden-W??rttemberg,Philipp Zumstein,^https?://(www\.)?statistik\.baden-wuerttemberg\.de/LABI,3,,100,TRUE,4,gcsibv,11/1/2018 18:12,www.worldcat.org/title/landesbibliographie-von-baden-wurttemberg/...,3074,United States,1455,www.worldcat.org/title/landesbibliographie-von-baden-wurttemberg/...,zkbw.blogspot.com/2014/12/landesbibliographie-baden-wurttemberg.html
Le Devoir.js,Normal,d1605270-d7dc-459f-9875-74ad8dde1f7d,Le Devoir,Philipp Zumstein,^https?://www\.ledevoir\.com,3,,100,TRUE,4,gcsibv,1/1/2017 15:26,https://www.ledevoir.com,38142,Canada,1081,https://www.ledevoir.com/le-devoir/site-web,https://en.wikipedia.org/wiki/Ledevoir.com
Le Figaro.js,Normal,80a58db6-7353-4bfa-9f3a-4a44fc903f01,Le Figaro,Philipp Zumstein,^https?://www\.lefigaro\.fr/,3,,100,TRUE,4,gcsibv,5/29/2016 22:56,https://en.wikipedia.org/wiki/Le_Figaro,5,United States,6,www.isitdownrightnow.com/lefigaro.fr.html,https://web.facebook.com/lefigaro
Le Monde.js,Normal,6bc635a4-6823-4f95-acaf-b43e8a158144,Le Monde,Philipp Zumstein,^https?://(www\.)?(abonnes\.)?lemonde\.fr/,3,,100,TRUE,4,gcsibv,1/13/2018 11:53,www.lemondemenswear.com,,,,https://www.lemonde.fr,https://en.wikipedia.org/wiki/Le_Monde
Le monde diplomatique.js,Normal,530cf18c-e80a-4e67-ae9c-9b8c08591610,Le monde diplomatique,Martin Meyerhoff,^https?://(www\.)?monde-diplomatique\.de,3,,100,TRUE,4,gcsibv,11/4/2016 22:01,http://www.Amazon.com/NonfictionBooks,10,United States,3,https://www.monde-diplomatique.fr,https://mondediplo.com
Legifrance.js,Normal,2dc0b23d-64d8-4933-b629-5c003451ccf7,L??gifrance,Guillaume Adreani,^https?://(www.)?legifrance\.gouv\.fr/,2.1.9,,100,TRUE,4,gcsibv,4/17/2013 3:09,https://www.legifrance.gouv.fr/.../en-English/Legifrance-translations,9742,France,267,https://www.legifrance.gouv.fr/Traductions/en-English/Translations...,https://www.easycounter.com/report/legifrance.gouv.fr
Legislative Insight.js,Normal,2bedae3c-bab5-447f-b127-e9babc0e9cfe,Legislative Insight,Kari Hemdal,^https?://(preprod\.)?li\.proquest\.com/legislativeinsight/LegHistMain\.jsp,3,,100,TRUE,4,gcsb,3/14/2016 15:46,delval.hondadealers.com,204982,United States,50541,https://li.proquest.com/legislativeinsight/LegHistMain.jsp,https://wssra.org/legislative/legislative-insight
LexisNexis.js,Normal,b047a13c-fe5c-6604-c997-bef15e502b09,LexisNexis,Philipp Zumstein,^https?://[^/]*lexis-?nexis\.com,3,,100,TRUE,4,gcsv,3/20/2014 20:48,https://zolacreative.com/Attorney/SiteDesign,1724643,United States,422842,https://www.lexisnexis.com/en-us/gateway.page,https://www.lexisnexis.com/en-us
Library Catalog (Aleph).js,Normal,cf87eca8-041d-b954-795a-2d86348999d5,Library Catalog (Aleph),"Simon Kornblith, Michael Berkowitz, Ming Yeung Cheung",^https?://[^/]+/F(/?[A-Z0-9\-]*(\?.*)?$|\?func=find|\?func=scan|\?func=short|\?local_base=),1.0.0b3.r1,,250,TRUE,4,gcsb,12/17/2016 23:52,https://libraries.flvc.org/integrated-library-system,84832,United States,17967,id.lib.harvard.edu/aleph/008304127/catalog,www.jtsa.edu/library
Library Catalog (Amicus).js,Normal,a0a9a45c-cc9e-497c-962e-a366618df985,Library Catalog (Amicus),Sebastian Karcher,^https?://amicus\.collectionscanada\.ca/aaweb-bin/aamain,2.1.9,,100,TRUE,4,gcsibv,8/26/2014 3:47,https://www.collectionscanada.gc.ca/amicus/index-e.html,89728,Canada,4237,https://www.bpl.lib.me.us,https://www.loc.gov/z3950/gateway.html
Library Catalog (Aquabrowser).js,Normal,915c326f-06c5-4833-b7b7-54c63f88b135,Library Catalog (Aquabrowser),Sebastian Karcher,/fullrecordinnerframe\.ashx\?.+id=|/result\.ashx\?,3,,270,TRUE,4,gcsbv,8/26/2014 3:51,aquabrowser.rclreads.org,558477,United States,104661,https://www.sdsmt.edu/.../Electronic/Library-Catalog---AquaBrowser,https://www.columbuslibrary.org
Library Catalog (BiblioCommons).js,Normal,5d506fe3-dbde-4424-90e8-d219c63faf72,Library Catalog (BiblioCommons),Avram Lyon,^https?://[^/]+\.bibliocommons\.com/,2.1,,250,TRUE,4,gcsibv,6/2/2015 20:44,https://www.bibliocommons.com,5451,United States,1276,https://kclibrary.bibliocommons.com,https://librarypoint.bibliocommons.com
Library Catalog (Capita Prism).js,Normal,dc024bfc-2252-4257-b10e-cb95a0f213aa,Library Catalog (Capita Prism),Sebastian Karcher,/items(/\d+|\?query=),2.1.9,,260,TRUE,4,gcsibv,7/2/2016 21:37,https://www.rei.com/Capita/Snowboards,2083,United States,311,https://capitadiscovery.co.uk/cornwall,https://capitadiscovery.co.uk/jersey
Library Catalog (DRA).js,Normal,fb12ae9e-f473-cab4-0546-27ab88c64101,Library Catalog (DRA),Simon Kornblith,/web2/tramp2\.exe/(see\_record/|authority\_hits/|do_keyword_search|form/|goto/.*\?.*screen=(MARC)?Record\.html),3,,260,TRUE,4,gcsbv,12/4/2016 12:47,https://www.dar.org/library,123850,United States,22860,https://library.drake.edu,www.pennsaukenlibrary.org/dra.cfm
Library Catalog (Dynix).js,Normal,774d7dc2-3474-2684-392c-f787789ec63d,Library Catalog (Dynix),Simon Kornblith and Sylvain Machefert,ipac\.jsp\?.*(uri=(link|full)=[0-9]|menu=search|term=),2.1,,260,TRUE,4,gcsbv,8/26/2014 3:59,www.sirsidynix.com,447488,United States,191152,https://madisonlib.ipac.sirsidynix.net/ipac20/ipac.jsp?profile=,https://alexlibraryva.org/client/en_US/home/?rm=LIBRARY+CATALO0|||1...
Library Catalog (Encore).js,Normal,446764bf-7da6-49ec-b7a7-fefcbafe317f,Library Catalog (Encore),Sebastian Karcher,/iii/encore/(record|search),3,,270,TRUE,4,gcsibv,11/25/2017 15:51,https://elmhurstpubliclibrary.org/encore-catalog,1168553,United States,156165,lci-mt.iii.com/iii/encore/?lang=eng,https://encore.alisweb.org
Library Catalog (GEAC).js,Normal,c0e6fda6-0ecd-e4f4-39ca-37a4de436e15,Library Catalog (GEAC),Simon Kornblith,/(GeacQUERY|GeacFETCH[\:\?].*[&:]next=html/(record\.html|geacnffull\.html)),1.0.0b3.r1,,260,TRUE,4,g,8/26/2014 4:00,https://www.endeavorlibrary.org,,,,https://www.iii.com/solutions,https://qspace.library.queensu.ca/bitstream/handle/1974/1623/GEAC...
Library Catalog (InnoPAC).js,Normal,4fd6b89b-2316-2dc4-fd87-61a97dd941e8,Library Catalog (InnoPAC),Simon Kornblith and Michael Berkowitz,(search~|/search\?|(a|X|t|Y|w)\?|\?(searchtype|searchscope)|frameset&FF|record=[bi][0-9]+(~S[0-9])?|/search/q\?),2.1.9,,250,TRUE,4,gcsibv,9/26/2017 22:26,https://innopac.fauquiercounty.gov,709386,United States,188677,innopac.tuscaloosa-library.org,https://innopac.lsuhsc.edu
Library Catalog (Koha).js,Normal,8e66aa6d-5b2a-4b44-b384-a838e23b8538,Library Catalog (Koha),Sebastian Karcher,^https?://[^/]+/cgi-bin/koha/opac-(detail|search|shelves)\.pl\?,2.1.9,,260,TRUE,4,gcsibv,10/17/2015 18:23,https://koha-community.org,191283,India,35594,https://bellw.kohalibrary.com/cgi-bin/koha/opac-shelves.pl?display=...,www.koha.org
Library Catalog (Mango).js,Normal,fa87288d-406b-48cb-a957-7defcf415a64,Library Catalog (Mango),Sebastian Karcher,\.catalog\.fcla\.edu/.+\.jsp\?,2.1.9,,200,TRUE,4,gcsibv,9/24/2012 12:32,https://www.demco.com,86890,United States,17860,https://shop.mango.com,https://www.jplibrary.net
Library Catalog (OPALS).js,Normal,83501b8c-1033-4722-ae50-a77d67271ef7,Library Catalog (OPALS),Opals,^https?://[^?#&]+/bin/(search|pf|rs),3,,250,TRUE,4,gcsib,8/26/2014 4:06,https://cat.opal-libraries.org,503445,United States,122998,opal-libraries.org,https://opalsinfo.net
Library Catalog (PICA).js,Normal,1b9ed730-69c7-40b0-8a06-517a89a3a278,Library Catalog (PICA),"Sean Takats, Michael Berkowitz, Sylvain Machefert, Sebastian Karcher",^https?://[^/]+(/[^/]+)?//?DB=\d,3,,248,TRUE,4,gcsb,1/26/2018 9:57,https://www.library.pima.gov/faq/online-catalog-and-website,88934,United States,20432,https://www.library.pima.gov/catalog,https://www.sandiego.gov/public-library
Library Catalog (PICA2).js,Normal,5236e1d6-fcf2-4ed5-9165-cc5f345ce33e,Library Catalog (PICA2),"Sean Takats, Michael Berkowitz, Sylvain Machefert, Sebastian Karcher, Aurimas Vinckevicius",^https?://[^/]+/DB=[\dA-Z],3,,249,TRUE,4,gcsbv,8/26/2014 4:07,https://www.library.pima.gov/faq/online-catalog-and-website,88934,United States,20432,https://www.library.pima.gov/catalog,https://www.jaxpubliclibrary.org
Library Catalog (Polaris).js,Normal,12541207-ed80-4b59-9d46-fafa3aa61f7f,Library Catalog (Polaris),Aurimas Vinckevicius,/polaris/search/(searchresults|title)\.aspx\?,3,,250,TRUE,4,gcsibv,2/19/2015 4:55,www.pplc.us,1036050,United States,201552,farmersbranch.librarycatalog.info/polaris,https://catalog.wichitalibrary.org/polaris/logon.aspx
Library Catalog (SIRSI eLibrary).js,Normal,23ba3be6-412d-4dde-9cc1-c4df0cc09378,Library Catalog (SIRSI eLibrary),Mang Sun,/uhtbin/(cgisirsi|quick_keyword),3,,250,TRUE,4,gcsibv,8/26/2014 4:08,https://lincc.ent.sirsi.net/client/en_US/lincc,10678,United States,1992,www.sirsidynix.com/tags/products/e-library,https://wcm.ent.sirsi.net/client/en_US/catalog
Library Catalog (SIRSI).js,Normal,add7c71c-21f3-ee14-d188-caf9da12728b,Library Catalog (SIRSI),"Sean Takats,  Hicham El Kasmi",/uhtbin/(cgisirsi|quick_keyword),2.1,,250,TRUE,4,gcsibv,8/26/2014 4:09,https://wcm.ent.sirsi.net/client/en_US/catalog,10678,United States,1992,www.fvrl.org,cms.leoncountyfl.gov/Library
Library Catalog (SLIMS).js,Normal,fc3ac6f7-b461-49fe-879c-dd234f9c101c,Library Catalog (SLIMS),Sebastian Karcher,(^https?://makassarlib\.net|^https?://kit\.ft\.ugm\.ac\.id/ucs|/libsenayan)/index\.php,2.1,,250,TRUE,4,gcv,8/26/2014 4:10,https://slims.web.id/web,802784,Indonesia,12935,https://www.library.pima.gov/catalog,https://www.library.pima.gov
Library Catalog (TLCYouSeeMore).js,Normal,0f9fc2fc-306e-5204-1117-25bca009dffc,Library Catalog (TLC/YouSeeMore),Simon Kornblith,TLCScripts/interpac\.dll\?(.*LabelDisplay.*RecordNumber=[0-9]|Search|ItemTitles),1.0.0b3.r1,,260,TRUE,4,gcsibv,8/26/2014 4:11,https://tlcdelivers.com,156965,United States,34862,www.youseemore.com/culpeper,www2.youseemore.com/duncan
Library Catalog (VTLS).js,Normal,63a0a351-3131-18f4-21aa-f46b9ac51d87,Library Catalog (VTLS),Simon Kornblith,/chameleon(\?|$),1.0.0b3.r1,,250,TRUE,4,gcsibv,8/26/2014 4:13,https://www.easycounter.com/report/blinn.vtls.com,6371,China,3830,https://librarytechnology.org/vendors/vtls,https://www.iii.com
Library Catalog (Voyager 7).js,Normal,a81243b5-a9fd-4921-8441-3142a518fdb7,Library Catalog (Voyager 7),Sean Takats,/vwebv/(holdingsInfo|search),1,,250,TRUE,4,gcsibv,8/26/2014 4:12,manoa.hawaii.edu/library,4570,United States,1308,https://www.library.illinois.edu/staff/voyager/voy7,https://www.library.illinois.edu/staff/voyager/voy7/voy7tomcat2
Library Catalog (Voyager).js,Normal,88915634-1af6-c134-0171-56fd198235ed,Library Catalog (Voyager),Simon Kornblith,Pwebrecon\.cgi,2.1.9,,250,TRUE,4,gcsibv,8/26/2014 4:12,manoa.hawaii.edu/library,4570,United States,1308,https://lvccld.org,https://www.library.illinois.edu/staff/voyager
Library Genesis.js,Normal,11614156-f421-4e89-8ce0-a5e69ce3ebed,Library Genesis,Reverend Wicks Cherrycoke,^https?://(libgen\.io|gen\.lib\.rus\.ec)/,3,,100,TRUE,4,gcsi,3/11/2017 19:59,gen.lib.rus.ec,1041,China,497,https://sites.google.com/site/themetalibrary/library-genesis,thegenesislibrary.com
Library of Congress ISBN.js,Normal,c070e5a2-4bfd-44bb-9b3c-4be20c50d0d9,Library of Congress ISBN,Sebastian Karcher,,3.0.9,,98,TRUE,8,gcsibv,4/13/2018 13:41,https://loc.gov/publish,4689,United States,1248,https://catalog.loc.gov/vwebv/ui/en_US/htdocs/help/searchBrowse.html,pcn.loc.gov/isbncnvt.html
Lippincott Williams and Wilkins.js,Normal,97930de6-8709-409a-a80c-ed64421a842e,Lippincott Williams and Wilkins,Philipp Zumstein,^https?://(www\.)?journals\.lww\.com/,3,,100,TRUE,4,gcsibv,9/1/2017 17:23,https://shop.lww.com/Sale,5483,United States,2167,https://shop.lww.com,https://www.nursingcenter.com
LiveJournal.js,Normal,d49e3a67-e2c1-4217-825c-2b22cffd332a,LiveJournal,Avram Lyon,^https?://.*\.livejournal\.com/($|[0-9]+\.html),2.1,,100,TRUE,4,gcsibv,11/4/2016 20:37,https://www.livejournal.com,224,Russia,17,https://www.livejournal.com/create,https://www.commonsensemedia.org/website-reviews/livejournal
London Review of Books.js,Normal,8a00461c-5b42-4632-8048-339b221ac3a2,London Review of Books,Avram Lyon,^https?://www\.lrb\.co\.uk,1,,100,TRUE,4,gcsbv,11/4/2016 20:39,http://www.amazon.com,10,United States,3,https://london-review-of-books.com-sub.biz,https://www.lrb.co.uk
Lulu.js,Normal,9a0ecbda-c0e9-4a19-84a9-fc8e7c845afa,Lulu,Aurimas Vinckevicius,^https?://www\.lulu\.com/shop/,3,,101,TRUE,12,gcsibv,11/4/2016 21:18,https://www.lulu.com/book/publishing,15971,United States,6073,https://shop.lululemon.com/lululemon/Shop,https://www.lulus.com
MAB2.js,Normal,91acf493-0de7-4473-8b62-89fd141e6c74,MAB2,Simon Kornblith. Adaptions for MAB2: Leon Krauthausen (FUB),mab2,1.0.0b3.r1,,100,TRUE,1,gcs,5/20/2014 17:57,https://www.rocketfishproducts.com,792470,United States,154735,https://clickweb4u.info/rf-mab2-windows-7-10,www.mab2.net
MARC.js,Normal,a6ee60df-1ddc-4aae-bb25-45e0537be973,MARC,"Simon Kornblith, Sylvain Machefert",marc,2.1.9,,100,TRUE,1,gcsv,1/30/2018 9:40,https://www.marcjacobs.com/Bags/Backpacks,27035,Japan,2139,www.mta.maryland.gov???€? Getting Around???€? Services,https://www.marcjacobs.com
MARCXML.js,Normal,edd87d07-9194-42f8-b2ad-997c4c7deefd,MARCXML,Sebastian Karcher,xml,3,,100,TRUE,1,gcsv,8/25/2018 14:14,http://www.wix.com/Free/Webpage,430,United States,319,www.loc.gov/standards/marcxml,www.metadataetc.org/book-website/exercises/exercise2-1b.htm
MCV.js,Normal,b51ac026-ed35-4c68-89bb-b42b1e1ce8f2,MCV,czar,^https?://(www\.)?mcvuk\.com,3,,100,TRUE,4,gcsibv,7/8/2018 13:11,www.mcv-eg.com,905208,Egypt,11764,www.vcuhealth.org,https://www.mcvuk.com
MDPI Journals.js,Normal,acf93a17-a83b-482b-a45e-0c64cfd49bee,MDPI Journals,Sebastian Karcher,^https?://www\.mdpi\.com,3,,100,TRUE,4,gcsibv,11/1/2018 20:19,https://www.thegrommet.com,21744,United States,2602,www.mdpi.com,www.mdpi.com/journal/sci
MEDLINEnbib.js,Normal,9ec64cfd-bea7-472a-9557-493c0c26b0fb,MEDLINE/nbib,Sebastian Karcher,txt,4,,100,TRUE,1,gcsv,10/16/2015 18:47,https://medlineplus.gov,2683,United States,2051,www.medline.com???€? ?€????€? Apparel???€? Patient???€? Clothing Protectors/Bibs,www.nlm.nih.gov???€? MEDLINE/PubMed Resources
MIDAS Journals.js,Normal,86c35e86-3f97-4e80-9356-8209c97737c2,MIDAS Journals,Rupert Brooks,^https?://(www\.)?(insight-journal|midasjournal|vtkjournal)\.org/,3,,100,TRUE,4,gcsibv,4/16/2018 11:27,https://www.midas.com,123241,United States,27384,https://www.midasjournal.org/blog,www.midasjournal.org
MIT Press Journals.js,Normal,2e43f4a9-d2e2-4112-a6ef-b3528b39b4d2,MIT Press Journals,Philipp Zumstein,^https?://www\.mitpressjournals\.org/(action|toc|doi)/,3,,100,TRUE,4,gcsibv,11/12/2017 11:41,https://www.mitpressjournals.org,46520,China,14579,www.mitpress.mit.edu,https://www.mitpressjournals.org/openaccess
MODS.js,Normal,0e2235e7-babf-413c-9acf-f27cce5f059c,MODS,Simon Kornblith and Richard Karnesky,xml,2.1.9,,50,TRUE,3,gcsibv,12/25/2017 13:29,https://www.nexusmods.com,582,United States,338,https://www.moddb.com/mods,https://www.moddb.com
Mailman.js,Normal,6cb92652-6a2b-473e-b976-434f50b15069,Mailman,Robin Paulson,/(pipermail|archives)/[A-Za-z0-9_-]*/[0-9]{4}-(January|February|March|April|May|June|July|August|September|October|November|December)/[0-9]{6}\.html,3,,260,TRUE,4,gcsibv,1/1/2017 16:55,https://www.ShipStation.com,6083,United States,1027,http://www.wix.com/create-free-webpage,www.list.org
Mainichi Daily News.js,Normal,b56f856e-934e-4b46-bc58-d61dccc9f32f,Mainichi Daily News,Philipp Zumstein,^https?://mainichi\.jp/(?:english/)?(articles/|search\?),3,,100,TRUE,4,gcsibv,12/27/2016 12:01,https://mainichi.jp/english,2829,Japan,189,https://en.wikipedia.org/wiki/Mainichi_Daily_News,https://www.facebook.com/themainichi
Matbugat.ru.js,Normal,4f7c1422-2eef-4d22-a4be-8e1a78ef7bd2,Matbugat.ru,Avram Lyon,^https?://(www\.)?matbugat\.ru/,2,,100,TRUE,4,gcsibv,1/1/2017 16:03,matbugat.ru,274886,Russia,16682,https://twitter.com/matbugat_ru,matbugat.ru.composesite.com
Max Planck Institute for the History of Science Virtual Laboratory Library.js,Normal,66928fe3-1e93-45a7-8e11-9df6de0a11b3,Max Planck Institute for the History of Science: Virtual Laboratory Library,"Sean Takats, Philipp Zumstein",^https?://vlp\.mpiwg-berlin\.mpg\.de/library/,3,,100,TRUE,4,gcsibv,1/31/2018 23:20,vlp.mpiwg-berlin.mpg.de/index_html,8856,China,2908,https://www.mpiwg-berlin.mpg.de,vlp.mpiwg-berlin.mpg.de/library
Medium.js,Normal,6c957d6b-a554-474f-81a9-91c178fef65d,Medium,Philipp Zumstein,^https?://medium\.com,3,,100,TRUE,4,gcsibv,12/27/2016 14:13,https://medium.com,225,United States,140,https://en.wikipedia.org/wiki/Medium_(website),https://www.oculus.com/medium
MetaLib.js,Normal,b06d2609-ebca-4125-ac67-6d7a0dba274e,MetaLib,Aurimas Vinckevicius,^https?://[^/]*/V/,3,,250,TRUE,4,gcsb,1/1/2017 15:26,https://metalib.gpo.gov,21974,United States,4551,https://www.fdlp.gov/19-about/federal-depository-libraries/35-metalib,https://knowledge.exlibrisgroup.com/MetaLib
Microbiology Society Journals.js,Normal,ce5f2849-4500-47cc-8d7d-3fc0a1de9848,Microbiology Society Journals,Philipp Zumstein,^https?://(www\.)?(\w)+\.microbiologyresearch\.org/(content/journal/|search?),3,,100,TRUE,4,gcsibv,1/6/2016 16:10,mic.microbiologyresearch.org,56962,United States,42692,https://microbiologysociety.org,https://microbiologysociety.org/publications/journals.html
